,LOCALITA,DATA,TMEDIA Â°C,TMIN Â°C,TMAX Â°C,PUNTORUGIADA Â°C,UMIDITA %,VISIBILITA km,VENTOMEDIA km/h,VENTOMAX km/h,RAFFICA km/h,PRESSIONESLM mb,PRESSIONEMEDIA mb,PIOGGIA mm,FENOMENI,,,,,,,,,,,,,,,,,,,,,,,,,,,
3759,Verona,17/4/2014,"""12""","""5""","""18""","""2""","""38""","""17""","""9""","""17""","""30""","""1019""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3760,Verona,18/4/2014,"""13""","""6""","""18""","""2""","""49""","""11""","""8""","""17""","""0""","""1010""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3761,Verona,19/4/2014,"""14""","""10""","""18""","""8""","""69""","""11""","""25""","""52""","""72""","""1006""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3762,Verona,20/4/2014,"""13""","""8""","""20""","""8""","""73""","""9""","""13""","""32""","""0""","""1007""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3763,Verona,21/4/2014,"""13""","""12""","""14""","""11""","""86""","""9""","""13""","""26""","""0""","""1007""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3764,Verona,22/4/2014,"""15""","""10""","""21""","""10""","""71""","""11""","""6""","""11""","""0""","""1013""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3765,Verona,23/4/2014,"""16""","""9""","""22""","""11""","""73""","""6""","""8""","""15""","""0""","""1016""","""0""","""0""","""pioggia temporale nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3766,Verona,24/4/2014,"""18""","""10""","""26""","""8""","""55""","""11""","""9""","""22""","""0""","""1014""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3767,Verona,25/4/2014,"""19""","""13""","""25""","""9""","""57""","""12""","""9""","""15""","""0""","""1011""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3768,Verona,26/4/2014,"""19""","""14""","""25""","""11""","""64""","""10""","""9""","""26""","""0""","""1009""","""0""","""0""","""temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3769,Verona,27/4/2014,"""15""","""13""","""17""","""12""","""83""","""9""","""13""","""26""","""0""","""1006""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3770,Verona,28/4/2014,"""13""","""11""","""15""","""12""","""92""","""6""","""8""","""20""","""0""","""1005""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3771,Verona,29/4/2014,"""16""","""11""","""21""","""10""","""73""","""8""","""10""","""17""","""0""","""1008""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3772,Verona,30/4/2014,"""13""","""12""","""16""","""11""","""83""","""8""","""10""","""28""","""35""","""1008""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3773,Verona,1/5/2014,"""15""","""8""","""21""","""8""","""66""","""10""","""8""","""26""","""22""","""1010""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3774,Verona,2/5/2014,"""13""","""12""","""15""","""10""","""85""","""7""","""9""","""30""","""0""","""1009""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3775,Verona,3/5/2014,"""14""","""11""","""20""","""9""","""76""","""10""","""9""","""22""","""35""","""1009""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3776,Verona,4/5/2014,"""15""","""8""","""21""","""7""","""64""","""10""","""8""","""15""","""0""","""1011""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3777,Verona,5/5/2014,"""15""","""10""","""20""","""7""","""60""","""12""","""9""","""15""","""0""","""1017""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3778,Verona,6/5/2014,"""16""","""10""","""22""","""9""","""64""","""10""","""8""","""13""","""0""","""1019""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3779,Verona,7/5/2014,"""16""","""13""","""20""","""11""","""72""","""8""","""7""","""13""","""0""","""1017""","""0""","""0""","""temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3780,Verona,8/5/2014,"""17""","""12""","""22""","""11""","""67""","""9""","""7""","""17""","""0""","""1018""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3781,Verona,9/5/2014,"""19""","""12""","""25""","""11""","""61""","""8""","""5""","""11""","""0""","""1017""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3782,Verona,10/5/2014,"""20""","""13""","""26""","""12""","""62""","""8""","""6""","""15""","""0""","""1014""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3783,Verona,11/5/2014,"""18""","""12""","""24""","""12""","""69""","""9""","""14""","""39""","""65""","""1008""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3784,Verona,12/5/2014,"""16""","""9""","""22""","""9""","""65""","""12""","""8""","""24""","""0""","""1012""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3785,Verona,13/5/2014,"""14""","""11""","""19""","""9""","""74""","""10""","""9""","""33""","""0""","""1013""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3786,Verona,14/5/2014,"""16""","""11""","""22""","""6""","""51""","""11""","""18""","""35""","""70""","""1016""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3787,Verona,15/5/2014,"""18""","""14""","""23""","""0""","""21""","""21""","""24""","""35""","""59""","""1018""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3788,Verona,16/5/2014,"""19""","""14""","""24""","""4""","""25""","""15""","""19""","""37""","""63""","""1014""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3789,Verona,17/5/2014,"""17""","""9""","""24""","""6""","""49""","""18""","""6""","""15""","""0""","""1015""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3790,Verona,18/5/2014,"""18""","""11""","""24""","""9""","""60""","""11""","""8""","""24""","""0""","""1015""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3791,Verona,19/5/2014,"""18""","""14""","""22""","""12""","""70""","""10""","""10""","""24""","""0""","""1016""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3792,Verona,20/5/2014,"""20""","""16""","""25""","""13""","""64""","""10""","""5""","""13""","""0""","""1018""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3793,Verona,21/5/2014,"""21""","""14""","""27""","""13""","""62""","""10""","""7""","""15""","""0""","""1019""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3794,Verona,22/5/2014,"""22""","""16""","""27""","""13""","""56""","""11""","""14""","""28""","""0""","""1016""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3795,Verona,23/5/2014,"""22""","""18""","""26""","""14""","""60""","""11""","""13""","""24""","""0""","""1013""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3796,Verona,24/5/2014,"""20""","""12""","""26""","""9""","""52""","""11""","""9""","""17""","""0""","""1015""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3797,Verona,25/5/2014,"""21""","""13""","""27""","""9""","""51""","""12""","""10""","""22""","""0""","""1017""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3798,Verona,26/5/2014,"""19""","""16""","""24""","""14""","""72""","""9""","""9""","""35""","""69""","""1015""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3799,Verona,27/5/2014,"""17""","""13""","""21""","""12""","""72""","""8""","""10""","""26""","""0""","""1012""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3800,Verona,28/5/2014,"""18""","""12""","""24""","""11""","""68""","""9""","""9""","""22""","""0""","""1010""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3801,Verona,29/5/2014,"""18""","""14""","""23""","""12""","""68""","""8""","""7""","""13""","""0""","""1011""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3802,Verona,30/5/2014,"""19""","""14""","""26""","""11""","""61""","""10""","""9""","""35""","""54""","""1012""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3803,Verona,31/5/2014,"""17""","""13""","""21""","""7""","""53""","""11""","""16""","""32""","""0""","""1017""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3804,Verona,1/6/2014,"""18""","""10""","""24""","""8""","""52""","""10""","""7""","""13""","""0""","""1017""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3805,Verona,2/6/2014,"""20""","""16""","""26""","""9""","""49""","""11""","""8""","""15""","""0""","""1016""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3806,Verona,3/6/2014,"""19""","""14""","""25""","""12""","""62""","""10""","""9""","""22""","""41""","""1014""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3807,Verona,4/6/2014,"""20""","""15""","""25""","""13""","""63""","""10""","""6""","""11""","""0""","""1011""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3808,Verona,5/6/2014,"""21""","""15""","""26""","""13""","""62""","""11""","""9""","""28""","""50""","""1013""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3809,Verona,6/6/2014,"""23""","""16""","""28""","""14""","""60""","""8""","""5""","""11""","""0""","""1018""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3810,Verona,7/6/2014,"""24""","""17""","""30""","""15""","""60""","""9""","""6""","""15""","""0""","""1018""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3811,Verona,8/6/2014,"""26""","""19""","""33""","""17""","""57""","""7""","""6""","""24""","""0""","""1019""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3812,Verona,9/6/2014,"""28""","""21""","""34""","""18""","""56""","""10""","""8""","""15""","""20""","""1019""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3813,Verona,10/6/2014,"""28""","""19""","""34""","""16""","""54""","""10""","""6""","""11""","""0""","""1018""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3814,Verona,11/6/2014,"""28""","""20""","""35""","""16""","""50""","""11""","""8""","""17""","""0""","""1018""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3815,Verona,12/6/2014,"""30""","""24""","""35""","""16""","""44""","""11""","""8""","""52""","""0""","""1018""","""0""","""0""","""temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3816,Verona,13/6/2014,"""27""","""20""","""32""","""17""","""57""","""11""","""11""","""24""","""0""","""1014""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3817,Verona,14/6/2014,"""22""","""18""","""28""","""16""","""68""","""10""","""13""","""33""","""41""","""1011""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3818,Verona,15/6/2014,"""21""","""18""","""25""","""12""","""55""","""11""","""18""","""33""","""48""","""1014""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3819,Verona,16/6/2014,"""21""","""18""","""24""","""11""","""49""","""12""","""17""","""24""","""0""","""1015""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3820,Verona,17/6/2014,"""21""","""17""","""25""","""12""","""58""","""11""","""9""","""30""","""0""","""1014""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3821,Verona,18/6/2014,"""22""","""15""","""27""","""11""","""54""","""10""","""12""","""30""","""41""","""1015""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3822,Verona,19/6/2014,"""21""","""15""","""27""","""13""","""60""","""11""","""10""","""20""","""0""","""1015""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3823,Verona,20/6/2014,"""22""","""15""","""29""","""13""","""58""","""15""","""6""","""13""","""0""","""1012""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3824,Verona,21/6/2014,"""23""","""20""","""27""","""15""","""59""","""10""","""17""","""35""","""0""","""1015""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3825,Verona,22/6/2014,"""24""","""19""","""30""","""17""","""63""","""11""","""8""","""19""","""0""","""1017""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3826,Verona,23/6/2014,"""24""","""19""","""29""","""18""","""70""","""7""","""6""","""11""","""0""","""1018""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3827,Verona,24/6/2014,"""24""","""18""","""29""","""16""","""63""","""9""","""9""","""33""","""57""","""1013""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3828,Verona,25/6/2014,"""20""","""18""","""23""","""16""","""82""","""10""","""8""","""20""","""0""","""1009""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3829,Verona,26/6/2014,"""21""","""18""","""25""","""15""","""70""","""9""","""13""","""28""","""0""","""1012""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3830,Verona,27/6/2014,"""23""","""18""","""27""","""15""","""64""","""11""","""9""","""24""","""35""","""1016""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3831,Verona,28/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3832,Verona,29/6/2014,"""21""","""18""","""25""","""18""","""81""","""10""","""8""","""19""","""0""","""1011""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3833,Verona,30/6/2014,"""22""","""14""","""27""","""10""","""47""","""13""","""13""","""28""","""0""","""1010""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3834,Verona,1/7/2014,"""23""","""19""","""27""","""15""","""60""","""12""","""19""","""32""","""0""","""1017""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3835,Verona,2/7/2014,"""24""","""19""","""28""","""15""","""59""","""11""","""8""","""19""","""0""","""1019""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3836,Verona,3/7/2014,"""23""","""16""","""28""","""13""","""54""","""14""","""11""","""22""","""28""","""1024""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3837,Verona,4/7/2014,"""22""","""17""","""26""","""14""","""60""","""14""","""8""","""15""","""0""","""1020""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3838,Verona,5/7/2014,"""24""","""18""","""29""","""16""","""63""","""10""","""10""","""20""","""0""","""1013""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3839,Verona,6/7/2014,"""26""","""19""","""31""","""18""","""64""","""9""","""7""","""13""","""0""","""1014""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3840,Verona,7/7/2014,"""26""","""22""","""32""","""20""","""69""","""9""","""7""","""20""","""0""","""1014""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841,Verona,8/7/2014,"""21""","""17""","""25""","""17""","""82""","""9""","""9""","""24""","""61""","""1009""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3842,Verona,9/7/2014,"""19""","""16""","""26""","""11""","""61""","""11""","""11""","""39""","""61""","""1006""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3843,Verona,10/7/2014,"""19""","""15""","""23""","""13""","""72""","""10""","""9""","""20""","""0""","""1007""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3844,Verona,11/7/2014,"""22""","""17""","""26""","""15""","""68""","""10""","""6""","""13""","""0""","""1008""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3845,Verona,12/7/2014,"""21""","""17""","""27""","""17""","""76""","""9""","""10""","""52""","""80""","""1010""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3846,Verona,13/7/2014,"""22""","""17""","""26""","""16""","""70""","""10""","""6""","""11""","""0""","""1012""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3847,Verona,14/7/2014,"""21""","""17""","""25""","""17""","""78""","""10""","""8""","""19""","""0""","""1014""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3848,Verona,15/7/2014,"""24""","""18""","""30""","""16""","""63""","""11""","""6""","""13""","""0""","""1017""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3849,Verona,16/7/2014,"""26""","""19""","""32""","""17""","""60""","""11""","""6""","""13""","""0""","""1018""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3850,Verona,17/7/2014,"""27""","""21""","""31""","""19""","""61""","""13""","""7""","""13""","""0""","""1018""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3851,Verona,18/7/2014,"""26""","""20""","""31""","""18""","""63""","""11""","""8""","""33""","""0""","""1018""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3852,Verona,19/7/2014,"""27""","""22""","""33""","""18""","""59""","""13""","""6""","""11""","""0""","""1016""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3853,Verona,20/7/2014,"""27""","""23""","""31""","""20""","""65""","""10""","""6""","""13""","""0""","""1014""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3854,Verona,21/7/2014,"""21""","""17""","""25""","""18""","""84""","""9""","""10""","""30""","""37""","""1009""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3855,Verona,22/7/2014,"""22""","""16""","""27""","""16""","""72""","""10""","""7""","""13""","""0""","""1009""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3856,Verona,23/7/2014,"""24""","""21""","""29""","""18""","""67""","""10""","""9""","""20""","""0""","""1011""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3857,Verona,24/7/2014,"""21""","""20""","""23""","""18""","""81""","""9""","""8""","""19""","""0""","""1012""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3858,Verona,25/7/2014,"""23""","""17""","""28""","""16""","""70""","""7""","""6""","""11""","""0""","""1013""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3859,Verona,26/7/2014,"""21""","""18""","""25""","""18""","""84""","""8""","""11""","""24""","""48""","""1012""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3860,Verona,27/7/2014,"""22""","""18""","""26""","""17""","""73""","""8""","""5""","""11""","""0""","""1012""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3861,Verona,28/7/2014,"""25""","""20""","""30""","""18""","""69""","""10""","""8""","""26""","""0""","""1011""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3862,Verona,29/7/2014,"""21""","""19""","""25""","""18""","""84""","""9""","""9""","""24""","""0""","""1008""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3863,Verona,30/7/2014,"""20""","""18""","""22""","""17""","""83""","""9""","""9""","""19""","""0""","""1006""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3864,Verona,31/7/2014,"""23""","""18""","""27""","""18""","""77""","""9""","""9""","""22""","""0""","""1009""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3865,Verona,1/8/2014,"""25""","""20""","""29""","""19""","""67""","""8""","""6""","""11""","""0""","""1010""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3866,Verona,2/8/2014,"""25""","""20""","""29""","""18""","""67""","""10""","""7""","""17""","""0""","""1010""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3867,Verona,3/8/2014,"""23""","""20""","""27""","""18""","""75""","""9""","""8""","""24""","""0""","""1012""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3868,Verona,4/8/2014,"""24""","""17""","""29""","""17""","""69""","""7""","""6""","""13""","""0""","""1014""","""0""","""0""","""temporale nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3869,Verona,5/8/2014,"""23""","""16""","""28""","""18""","""76""","""9""","""9""","""35""","""54""","""1014""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3870,Verona,6/8/2014,"""24""","""18""","""29""","""16""","""63""","""14""","""4""","""11""","""0""","""1013""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3871,Verona,7/8/2014,"""24""","""19""","""29""","""17""","""65""","""10""","""7""","""15""","""0""","""1013""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3872,Verona,8/8/2014,"""25""","""20""","""30""","""17""","""63""","""11""","""6""","""13""","""0""","""1014""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3873,Verona,9/8/2014,"""25""","""21""","""28""","""19""","""70""","""10""","""6""","""15""","""0""","""1014""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3874,Verona,10/8/2014,"""26""","""21""","""31""","""19""","""69""","""10""","""5""","""9""","""0""","""1015""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3875,Verona,11/8/2014,"""27""","""22""","""31""","""20""","""70""","""8""","""7""","""13""","""0""","""1013""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3876,Verona,12/8/2014,"""26""","""22""","""31""","""20""","""71""","""8""","""5""","""9""","""0""","""1011""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3877,Verona,13/8/2014,"""23""","""20""","""25""","""19""","""80""","""9""","""11""","""32""","""0""","""1008""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3878,Verona,14/8/2014,"""22""","""17""","""27""","""17""","""75""","""9""","""8""","""19""","""0""","""1008""","""0""","""0""","""pioggia temporale nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3879,Verona,15/8/2014,"""21""","""17""","""26""","""13""","""62""","""10""","""8""","""20""","""0""","""1012""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3880,Verona,16/8/2014,"""19""","""16""","""24""","""13""","""69""","""9""","""7""","""15""","""0""","""1016""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3881,Verona,17/8/2014,"""19""","""13""","""25""","""11""","""62""","""12""","""6""","""9""","""0""","""1018""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3882,Verona,18/8/2014,"""21""","""15""","""27""","""14""","""66""","""11""","""7""","""15""","""0""","""1014""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3883,Verona,19/8/2014,"""18""","""17""","""20""","""16""","""87""","""7""","""6""","""13""","""0""","""1013""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3884,Verona,20/8/2014,"""20""","""17""","""25""","""16""","""77""","""9""","""9""","""26""","""0""","""1014""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3885,Verona,21/8/2014,"""20""","""16""","""25""","""15""","""71""","""10""","""11""","""20""","""0""","""1013""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3886,Verona,22/8/2014,"""21""","""16""","""26""","""15""","""70""","""10""","""6""","""9""","""0""","""1014""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3887,Verona,23/8/2014,"""19""","""17""","""20""","""16""","""83""","""8""","""8""","""15""","""0""","""1013""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3888,Verona,24/8/2014,"""19""","""14""","""25""","""14""","""72""","""10""","""7""","""15""","""0""","""1014""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
